Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
29416,2019-01-18 11:08:13,345832460465610,fraud_Schmeler Inc,misc_pos,4.48,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,1982955270a5d796b231ac2117fd0040,1326884893,37.944076,-77.19823000000001,0.0
26516,2019-01-16 00:26:36,3567879740649740,fraud_Kling Inc,gas_transport,51.08,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,8a7412dc74e43e01aa4ecd3f0fb62af4,1326673596,43.777293,-76.649079,0.0
61,2019-01-01 00:43:38,3547560454237873,fraud_Corwin-Collins,gas_transport,56.66,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,144d8b04f90eb30e8df105a091212d99,1325378618,44.00529,-86.25199,0.0
33519,2019-01-20 22:45:51,340951438290556,"fraud_Witting, Beer and Ernser",home,275.71,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962,41.0442,-73.9609,5950,Records manager,1971-07-02,6d85e286aeb0bfd2a569f552db2e76bc,1327099551,41.36496,-73.619872,1.0
20571,2019-01-13 12:59:21,180049032966888,"fraud_Haley, Batz and Auer",health_fitness,75.11,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,1986-04-15,45ae6c083148b724c7176f6ebd0ae580,1326459561,46.86393,-91.236522,0.0
1188,2019-01-01 14:13:20,6011381817520024,fraud_Flatley Group,misc_pos,6.76,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,1973-07-13,b0eb5b54e67cef86627bff68103daa28,1325427200,41.682194,-103.776368,0.0
14293,2019-01-08 23:02:58,6011367958204270,fraud_Fisher Inc,shopping_net,31.4,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,efc8a7fa1971e8dfd939aa537f7ccaa0,1326063778,40.882399,-82.07135799999999,0.0
4740,2019-01-03 23:41:36,4613314721966,fraud_Mohr-Bayer,shopping_net,1254.27,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,e8cd6d3df90834fe23e6ebb4e52a7349,1325634096,36.105024,-80.963186,1.0
30716,2019-01-19 09:17:46,30343344410970,fraud_Hickle Group,shopping_pos,9.83,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239,41.4622,-79.1306,4172,"Copywriter, advertising",1962-03-20,ab4bc59327e529206e028733e405aa09,1326964666,41.602843,-78.425751,0.0
22769,2019-01-14 13:11:18,4997733566924489,fraud_Friesen Inc,shopping_pos,215.45,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,a9762e6b257afa02bf5fd8a7021703b2,1326546678,44.944053,-92.447103,0.0
7725,2019-01-06 00:56:21,4169388510116,fraud_McGlynn-Heathcote,misc_net,69.76,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,9c8c51c43398638ec50a31a0ecd0b296,1325811381,42.950823,-76.53484499999999,0.0
18216,2019-01-11 23:18:56,213155997615567,fraud_Kihn-Fritsch,food_dining,52.7,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,1978-10-04,33ebbd8b8a0d48e4a0bc1fa375cda1f1,1326323936,40.135154,-79.735265,0.0
13915,2019-01-08 19:48:03,3523843138706408,fraud_Nolan-Williamson,kids_pets,32.49,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,948cbb195d8e5a36fcb1b4c7a37bb835,1326052083,31.691068,-87.153349,0.0
12234,2019-01-08 01:42:38,347073228412010,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,94.45,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,43d3b18b14fe283a8394b657cdf4e5a9,1325986958,45.614134,-105.393759,0.0
23457,2019-01-14 18:36:19,3528407217576457,"fraud_Berge, Kautzer and Harris",personal_care,40.59,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,1987-02-14,13bc144f11ec7065a0a01608198ce035,1326566179,37.084153,-83.435281,0.0
10592,2019-01-07 11:48:21,5388659976630693,fraud_Bogisich-Homenick,misc_net,3.69,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,1962-02-14,9c03991f67ae1b3a1dc896d9cf87a90c,1325936901,43.022867,-91.20952,0.0
7653,2019-01-06 00:03:41,4760122961662,fraud_Volkman-Predovic,shopping_net,7.98,Robert,Jordan,M,4602 Lopez Glens Suite 900,Arcadia,OH,44804,41.1116,-83.50200000000001,1202,Curator,1933-03-01,36ff9570ed7e66e275ad24d4853e250c,1325808221,41.630052,-83.473061,0.0
30533,2019-01-19 05:31:48,5501083170975659,fraud_Kris-Weimann,misc_net,4.2,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,29029c7907432cc508a067ce4ce2db14,1326951108,40.904859,-82.254125,0.0
18194,2019-01-11 23:04:38,2348245054386329,fraud_Hudson-Grady,shopping_pos,882.9,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,13a334d9d48023fd315fdbd5f373eba5,1326323078,41.430918,-79.057781,1.0
28352,2019-01-17 14:42:19,342319985983023,"fraud_Bins, Balistreri and Beatty",shopping_pos,132.26,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,1978-05-23,b1213a6fe2736aa409bf7dc9d84f5065,1326811339,41.938805,-73.911242,0.0
5503,2019-01-04 14:27:19,6011367958204270,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,26.57,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,166c704dedf55e59de7f6d8659833ec3,1325687239,41.063219,-82.02996999999999,0.0
10865,2019-01-07 13:52:20,4601636330889,fraud_Zboncak LLC,food_dining,12.46,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,1990-12-18,539036d429f5db39aad083ba1637d98b,1325944340,30.182685,-95.920131,0.0
10812,2019-01-07 13:30:12,213141712584544,fraud_Auer-West,shopping_net,5.28,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,74f9673be3eb2e00dda37bd5ab5c875f,1325943012,31.658823,-90.772724,0.0
25808,2019-01-15 18:36:37,372509258176510,fraud_O'Keefe-Wisoky,food_dining,46.02,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,7537d82d5d1ad45910884d9237bc8b36,1326652597,42.891336,-83.86399899999999,0.0
21984,2019-01-14 03:21:46,4446368897795790,fraud_Auer-West,shopping_net,94.8,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,1a4283679b263a56e2adfa6f5acb5bb0,1326511306,37.909154,-75.962941,0.0
22186,2019-01-14 05:59:21,3593118134380341,"fraud_Mosciski, Ziemann and Farrell",shopping_net,102.41,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,1959-05-10,7cc3489b3a034017c4a0c376cc41936e,1326520761,44.505245,-67.166249,0.0
4844,2019-01-04 01:50:38,3598895972308782,fraud_Cole PLC,grocery_pos,66.71,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,1970-02-22,4e8e8310728e257ac977dedfa80dc3ae,1325641838,40.597712,-83.293788,0.0
33749,2019-01-21 01:27:52,340953839692349,fraud_Kiehn-Emmerich,grocery_pos,49.45,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",1980-05-18,8bdccf629b726f84a4b541c9982f2b59,1327109272,41.957542,-83.483648,0.0
25078,2019-01-15 12:27:59,4040099974063068803,"fraud_Koss, Hansen and Lueilwitz",home,79.96,Jeffrey,Lewis,M,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,1983-03-20,cf68e155ec3b11b6136d4d13317166d5,1326630479,47.529713,-101.385508,0.0
21747,2019-01-14 00:40:02,4364010865167176,fraud_Harber Inc,gas_transport,60.06,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,1997-03-12,7e59ba67c40447643aa6c70e69bbbc9a,1326501602,39.562174,-120.76065,0.0
30313,2019-01-19 00:27:45,4124536010991657,fraud_Sawayn PLC,shopping_pos,3.0,Sydney,Montoya,F,265 Christian Summit Suite 231,Fairhope,AL,36532,30.5012,-87.8835,27829,"Presenter, broadcasting",1954-07-21,f6c8f60f5e728c92f36b571573bf6efa,1326932865,30.882716,-88.337747,0.0
34507,2019-01-21 11:31:36,639030014711,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,142.85,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1982-08-01,8550b71eb9dd22a7aeb715720d6ab7c3,1327145496,38.190147,-89.563277,0.0
33768,2019-01-21 01:36:44,4260128500325,fraud_Cummings Group,grocery_net,37.11,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,6703521082f3ba83b63103232fca654e,1327109804,37.758496,-83.1122,0.0
31198,2019-01-19 17:14:24,370877495212014,fraud_O'Connell-Ullrich,home,74.82,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,075648819eceb0ef7ac98bde8c27438b,1326993264,36.643385,-82.008282,0.0
18094,2019-01-11 21:32:27,3561963695236764,fraud_Graham and Sons,health_fitness,74.85,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1984-03-03,2929409bcb93e3b4d17ecc4dbe361154,1326317547,40.215346,-71.888982,0.0
20379,2019-01-13 09:49:17,3598215285024754,"fraud_Yost, Block and Koepp",misc_pos,15.32,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,dbde0b560e7423449239b6c59b82bce2,1326448157,41.159812,-73.11460500000001,0.0
31983,2019-01-20 04:58:00,676275912597,fraud_Kunze Inc,grocery_pos,96.87,Edward,Hensley,M,24318 Dixon Mills,Elk Rapids,MI,49629,44.8955,-85.4082,2223,Chief Financial Officer,1986-01-18,441e26d1f8c2d16f3ebc7ddf8df71528,1327035480,44.857024,-84.9134,0.0
21803,2019-01-14 01:23:13,371985236239474,fraud_Kuvalis Ltd,gas_transport,57.91,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",1949-06-09,df5bbcf5493142fbc6e57443f39b77b9,1326504193,43.715413,-75.07717199999999,0.0
28353,2019-01-17 14:43:45,3531129874770000,fraud_Carroll PLC,health_fitness,97.35,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,b1accb04b692e0fa99890fdc7e5d7b65,1326811425,43.180573,-72.729088,0.0
18561,2019-01-12 06:55:12,6506116513503136,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,68.8,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,24b78ce7a4a0626d29146d4e7cf88e15,1326351312,31.333561,-95.556284,0.0
18190,2019-01-11 23:02:50,2242542703101233,"fraud_Turcotte, Batz and Buckridge",health_fitness,29.15,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,e569aa7e1c407e80b1def8a310732530,1326322970,38.07567,-84.754209,0.0
31944,2019-01-20 04:21:46,6011652924285713,fraud_Bogisich Inc,grocery_pos,103.16,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,d30e7df76bf61fa9d5d526f42bb22b1d,1327033306,37.523394,-92.449633,0.0
34156,2019-01-21 06:33:28,30501624614310,fraud_Corwin-Collins,gas_transport,52.23,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973-05-04,ec25eaaad127a5d6cdb772cb231e4857,1327127608,32.621947,-80.42067800000001,0.0
20489,2019-01-13 11:54:03,6011652924285713,"fraud_Jenkins, Hauck and Friesen",gas_transport,85.31,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,4ad7739b0f83db7833334bee50f7bcc5,1326455643,38.69198,-92.700533,0.0
14936,2019-01-09 13:24:20,4226219726886852999,"fraud_Konopelski, Schneider and Hartmann",food_dining,113.94,Jessica,Bell,F,669 Moore Shoal,Bethel,OH,45106,38.9424,-84.09200000000001,12349,Field trials officer,1985-07-08,0274cdc0f663c1568b443be613c62c96,1326115460,39.580493,-84.017145,0.0
28654,2019-01-17 19:47:17,2348245054386329,fraud_Harris Group,food_dining,93.12,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,10da960582ed5e43545c5511f0a208aa,1326829637,41.760552,-79.435626,0.0
14954,2019-01-09 13:48:05,571365235126,"fraud_Runolfsdottir, Mueller and Hand",entertainment,35.31,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,210c2a8ab75418429b3faa02a2763539,1326116885,44.252219,-85.785821,0.0
1682,2019-01-01 17:55:28,4926376199189801,fraud_Jacobi Inc,health_fitness,18.11,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,08b975b12c4ba4cb7146d83740c842df,1325440528,35.611346999999995,-91.774844,0.0
29563,2019-01-18 13:21:44,3525590521269779,fraud_Torphy-Goyette,shopping_pos,3.97,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,34d046a3b8de9ac12f4765b7b05e92b9,1326892904,35.647009999999995,-79.87275,0.0
15794,2019-01-10 05:52:48,30131826429364,fraud_Morar Inc,grocery_net,89.6,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,e05b9e8eb668518b2c1f2e8811d6aa5e,1326174768,36.563382,-83.285514,0.0
26336,2019-01-15 22:41:18,3552581383553463,"fraud_Crist, Jakubowski and Littel",home,96.66,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,28901,35.1959,-83.8228,5354,Retail buyer,1965-04-13,34a580fb4c70aca9680a35e0d85d8008,1326667278,35.33553,-84.67135999999999,0.0
2649,2019-01-02 06:28:58,4998109455173950,fraud_Kutch-Hegmann,grocery_net,67.33,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,1987-11-18,1ed20415366d5d28a5732861b21fc5dc,1325485738,39.055519,-94.898772,0.0
16098,2019-01-10 13:14:28,376944481517097,fraud_Breitenberg-Hermiston,kids_pets,53.3,Tiffany,Stephens,F,1447 Ryan Lodge,Grand Bay,AL,36541,30.4983,-88.3282,15647,"Scientist, physiological",1957-12-26,db3a1a40a1bfffd6895ec08ef7511cc7,1326201268,30.894617,-87.642104,0.0
27214,2019-01-16 15:30:39,4040099974063068803,fraud_Pollich LLC,home,85.83,Jeffrey,Lewis,M,24255 Bryan Square,Palermo,ND,58769,48.3396,-102.24,229,Administrator,1983-03-20,40fee42b188e900f2cdbc5673fe2d79d,1326727839,48.197352,-101.489716,0.0
396,2019-01-01 05:13:34,180065479077096,"fraud_Nicolas, Hills and McGlynn",entertainment,53.49,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,068ececb49d98226ae529fae424232c7,1325394814,39.102729,-76.185062,0.0
33773,2019-01-21 01:40:55,4492491748959010,fraud_Cummings Group,grocery_net,45.56,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,1986-10-17,1d135464cc8ffe10fb34c6d3f657badb,1327110055,37.397996,-81.166493,0.0
2095,2019-01-01 21:20:20,4646845581490336108,fraud_Collier LLC,home,170.1,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,3c8365d22bc8c61d9cbf439508912510,1325452820,40.392727,-72.133951,0.0
1278,2019-01-01 14:56:56,4210078554961359092,fraud_Schmidt-Larkin,home,31.81,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,aa6d936b883e37739bb4c1a8aad20d93,1325429816,43.656137,-122.656847,0.0
28596,2019-01-17 18:39:59,4561368699336875,fraud_White and Sons,home,3.2,Pamela,Lewis,F,653 Jessica Extension Apt. 668,Clifton,SC,29324,34.9906,-81.8327,167,Museum/gallery conservator,1988-11-01,c5b7a07ae822621a050ae475cd24d9ba,1326825599,35.041447999999995,-82.583109,0.0
11988,2019-01-07 22:58:22,213141712584544,fraud_Fritsch LLC,travel,3.53,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,a3c491a5e98f40139da33720a6b7acd7,1325977102,32.896737,-89.66216800000001,0.0
22672,2019-01-14 12:25:21,343668971234893,fraud_Bins-Howell,personal_care,27.49,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,1949-11-16,7c2a8db2531f3f9b2dba07b17e472394,1326543921,32.963095,-80.909892,0.0
32155,2019-01-20 07:25:17,30427035050508,fraud_Kuvalis Ltd,gas_transport,83.65,John,Chandler,M,88325 Brandon Greens Apt. 477,Detroit,MI,48202,42.377,-83.0796,673342,Broadcast presenter,1969-11-20,d4aed1ec736c6598e1994315ef506a3a,1327044317,42.486664000000005,-82.995863,0.0
10341,2019-01-07 08:10:06,6524376634971418,fraud_Kutch and Sons,grocery_pos,105.41,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,4aff6de27685024883ebc65f9ebf11fa,1325923806,33.386503999999995,-87.690888,0.0
26578,2019-01-16 01:55:32,3540210836308425,"fraud_Connelly, Reichert and Fritsch",gas_transport,65.48,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,c55da3a66bf8dc0e28a13b9f433995c8,1326678932,35.368628,-101.845001,0.0
2275,2019-01-01 22:49:47,4689147265057948423,fraud_Ziemann-Waters,health_fitness,1.8,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,ea58d81943623103dba636a5e68c231f,1325458187,40.420497,-96.159977,0.0
28698,2019-01-17 20:41:22,3598215285024754,fraud_Torphy-Goyette,shopping_pos,270.22,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710,40.6729,-73.5365,34496,"Librarian, public",1970-10-21,d9f7c74660a32e80c4e9aa67c89d0f71,1326832882,40.175177000000005,-74.34877900000001,0.0
1758,2019-01-01 18:32:43,2712209726293386,fraud_Deckow-Dare,food_dining,112.61,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,f4dbe2e0c0a74bdb9a5be96d00c79709,1325442763,30.961833,-91.198264,0.0
20020,2019-01-13 04:43:53,343819048608995,fraud_Kris-Padberg,shopping_pos,2.04,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,3010a07eb7edbdfc59999fc06ad652b4,1326429833,42.12387,-94.330894,0.0
11766,2019-01-07 21:12:00,630423337322,"fraud_Rohan, White and Aufderhar",misc_net,582.03,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,825f6c7c457484555d630c2be72c529a,1325970720,48.661967,-117.767541,0.0
31149,2019-01-19 16:34:54,213156747557083,fraud_Reichel LLC,personal_care,3.04,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,1982-07-30,1a5390332bc3fb6af45c563e41a2a968,1326990894,34.399891,-118.092352,0.0
24342,2019-01-15 02:43:51,180048185037117,fraud_Gutmann-Upton,misc_pos,12.71,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,8f804f5fcc536e3a8a78a87f59cd8b14,1326595431,39.6427,-73.497097,0.0
11823,2019-01-07 21:39:52,30551643947183,fraud_Stamm-Witting,shopping_net,1.64,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,078c2dfb00c7eeb67e3bb94eed818656,1325972392,34.271962,-82.21415999999999,0.0
457,2019-01-01 05:59:23,38530489946071,fraud_DuBuque LLC,grocery_pos,110.63,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,1989-05-14,dd4c0d7bd6a7a7d6f3afd0e35c2c8306,1325397563,35.5489,-81.29112099999999,0.0
9252,2019-01-06 19:56:26,3573386445588324,fraud_Runte-Mohr,food_dining,96.72,Stephanie,Murphy,F,526 Stacy Walks,Barnard,SD,57426,45.7205,-98.5534,63,Systems developer,1969-10-30,530ea2adb8976bdc5122337d44839393,1325879786,45.885723,-99.21409,0.0
9948,2019-01-07 03:09:57,4736845434667908128,fraud_Kling Inc,gas_transport,68.37,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",1953-05-23,5c0ad22b57e3878ffd927e5b68c01e0f,1325905797,45.756683,-73.735321,0.0
32336,2019-01-20 10:02:43,371226440126102,fraud_Berge LLC,gas_transport,70.33,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,4cbbd83c300be525f4e326adeb42d2db,1327053763,38.007614,-89.468468,0.0
5121,2019-01-04 07:46:22,213112402583773,"fraud_Lockman, West and Runte",grocery_pos,104.45,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,79899db4f9af9ca8d44dbd6daf1ba98b,1325663182,34.198571,-82.246753,0.0
26236,2019-01-15 21:51:25,4239552724014407,fraud_Skiles LLC,home,127.64,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,aaa058572a1a876acdf0ef48088fe56b,1326664285,41.45725,-83.880868,0.0
24793,2019-01-15 08:45:13,4149238353975790,"fraud_Heller, Gutmann and Zieme",grocery_pos,91.88,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,1989-04-08,ccf92cef15785ef0f31ffc2ba55b2dd6,1326617113,39.49308,-80.23209399999999,0.0
25370,2019-01-15 14:51:18,3560246577314524,fraud_Prosacco LLC,personal_care,10.2,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,1930-10-21,9b99e8341cd1e07abf5a57d53afa01ee,1326639078,37.238436,-97.292592,0.0
31161,2019-01-19 16:41:32,4681601008538160,fraud_Rippin-VonRueden,health_fitness,125.54,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,1593d51e8b259ed516efbb2db9358a84,1326991292,39.129125,-80.674654,0.0
24448,2019-01-15 04:11:37,6597888193422452,fraud_Beier-Hyatt,shopping_pos,26.67,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,11282f90c3bc63a1bf00cfc2c920946b,1326600697,33.615602,-99.196598,0.0
10228,2019-01-07 06:43:03,630441765090,"fraud_Schmeler, Bashirian and Price",shopping_net,7.37,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,1965-07-26,5a5f8775b567fa232d8d6e06d981122a,1325918583,32.749567,-99.839845,0.0
8223,2019-01-06 08:22:40,4116554952971686,fraud_Grimes LLC,entertainment,4.36,Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,1934-03-19,f0e522d1dcb170e6872f54d0cf7f830f,1325838160,26.832136,-79.980541,0.0
25602,2019-01-15 16:54:11,372509258176510,"fraud_Kutch, Steuber and Gerhold",food_dining,118.06,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,2d838a127483951a0d23e60a8cb6007f,1326646451,42.667524,-83.803566,0.0
29802,2019-01-18 16:41:38,4873783502705038,fraud_Kihn Inc,shopping_pos,27.14,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,a5325922adae860831f94cdc05a06b35,1326904898,47.630168,-123.042494,0.0
7324,2019-01-05 19:36:19,30360260465747,fraud_Cartwright PLC,kids_pets,17.87,Jennifer,Garcia,F,28777 Stewart Plains Apt. 495,Putnam,IL,61560,41.1949,-89.4409,754,"Presenter, broadcasting",1962-05-13,a74cc6381a3aa08072f9248925a7dc86,1325792179,41.123116,-89.678296,0.0
23353,2019-01-14 17:49:07,4181833256558613886,fraud_Kautzer and Sons,personal_care,84.21,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,639e6d331451657fc871ac020036b8f6,1326563347,37.038945,-104.681337,0.0
647,2019-01-01 08:27:50,30044330818990,"fraud_Schultz, Simonis and Little",grocery_pos,201.12,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,d37ae6779d0ada23e744827f7ceeb520,1325406470,26.107271,-81.923019,0.0
